hospital,school,police_station,railway_station,tourist_place,Restaurant,river,church,temple,mosque,rating
0.1442314476368044,0.9798747716855835,0.45333107337523915,0.28482997803995425,0.07909495312215409,0.18394140366293,0.9467633051440938,0.5583710701686572,0.7402883275360548,0.6806494613324336,10
0.07469616037705673,0.7831288426512659,0.8969838103018962,0.09689397203239791,0.6461324269377874,0.5961973676946024,0.8646367965635071,0.675017355718712,0.2856417695233928,0.13645049872136594,10
0.3575832592424728,0.8525306306653175,0.6508904423388002,0.017690949073819184,0.18512508090468582,0.3580516686812697,0.5094335896553417,0.2790805625201739,0.015664670569436323,0.30632303463824906,10
0.027682066831631436,0.7714240478808355,0.24902387253242042,0.8166640364901447,0.42356535436572873,0.10817964496433063,0.1772557438763781,0.7773449594533527,0.3854205511859634,0.09594166735579868,10
0.46624823421568784,0.33882530329965976,0.5305695682285954,0.2352617358760477,0.8610046087047241,0.1177336059398627,0.8888233806168713,0.03574422187693371,0.5503783156744463,0.8864769956643084,10
0.7188278904342281,0.623130675810835,0.9137916398496689,0.15358817630017796,0.04744953813722608,0.7197820873344041,0.13740273579473772,0.03497612365969183,0.5651558690468864,0.7944216819444517,10
0.6620995816546039,0.2540986899452028,0.5063177535910728,0.3689907998224977,0.5161556983380513,0.8882516319205847,0.717223018848687,0.9306555800279109,0.8880217061628018,0.3619479604917589,10
0.7169597544577356,0.5145558385107994,0.019844760084194446,0.8328824019077365,0.30844001146896916,0.0666439381074232,0.10398002938903406,0.05492500656080068,0.7761230333073522,0.10415529862239781,10
0.7310000048862731,0.7513048469440916,0.5039896630933166,0.07001442450941742,0.26661447049084297,0.6010409249040563,0.3001508618625581,0.12944591052232413,0.46109088930334097,0.22755592191890284,10
0.5793410799354083,0.03265400158708909,0.8949494217026481,0.32764850598030315,0.3881469156166283,0.30349233927123065,0.827353781767565,0.9424368857665396,0.4576597327397375,0.8915953441447764,10
0.1261307137749479,0.4871241451280611,0.9881574896495664,0.14341744532239087,0.20956824285004416,0.9240260332960827,0.32346158603460706,0.8207120558384388,0.31485957224973027,0.4011234981923727,10
0.38703963811902764,0.4243020641682005,0.5660183150263114,0.2400262642471117,0.7734226898967834,0.14291020967855783,0.47751734967866843,0.38801532396283833,0.4745718499738293,0.8681213913035913,10
0.8631621498799138,0.8782849137078387,0.23585920264825955,0.9043694260382689,0.5702827869426143,0.9185289755679604,0.2345069203585194,0.49203132827134266,0.9716261268862769,0.19002413246523808,10
0.518780208080685,0.38766348340199375,0.3514932304265179,0.33198834369491226,0.7010738925158635,0.6562708080057894,0.21385058763546172,0.7283160729465507,0.3930075455304636,0.29922772389115004,10
0.13227143865191693,0.00046870721417879846,0.8009094149341677,0.37798408861973454,0.7955696642074956,0.23264908121025762,0.8023694112548593,0.08546440516271692,0.2670872861414655,0.7190189463975352,10
0.9833812217173826,0.16108606997740516,0.5664657072422385,0.5264162754568932,0.10372661527994698,0.2944973671657184,0.6386859262472612,0.15513904347978347,0.7350588238047499,0.7645825067140156,10
0.3126405576346444,0.19348991137166327,0.7821996520488022,0.9488274993134352,0.9933576072205541,0.3030753083250658,0.5946278145016965,0.14372477663208072,0.3748897924607564,0.983325742678832,10
0.8747567534186823,0.8397130851026214,0.9071752495659869,0.9296802343255566,0.24399010477475802,0.9031774400052082,0.6495016251732392,0.7991374738119924,0.31244524438775034,0.24234458806843495,10
0.9957822871426599,0.5871510350289584,0.9464422628634864,0.13448742771021716,0.7934330415266633,0.38035590024066745,0.7139469936244474,0.7252471346420696,0.4490744775829364,0.8970114723591669,10
0.10757225772520362,0.8343163066387654,0.19272873989563244,0.8578416447714722,0.690974431346437,0.6852989722385286,0.5126202664357776,0.29884861788731976,0.44614253202484866,0.6864495155311036,10
0.06413647249711085,0.49687506371371726,0.2615457019182875,0.5890026863539916,0.7533795687346284,0.06639955615915683,0.1637505385084569,0.3387547367626774,0.1565171769865732,0.7913303512122798,10
0.3277109156143512,0.646196680062545,0.9585600408443324,0.09637409840985456,0.6171200149790773,0.17004204635424214,0.6363913546977398,0.9708577770471732,0.5836955230113394,0.35700013257249885,10
0.9762730385712038,0.9097321996666281,0.9984508698193466,0.14888372677153305,0.7520419224388611,0.10995616405528819,0.9268222141140683,0.9202969609579889,0.9261665008535938,0.8821181434720679,10
0.6991413764473173,0.029665578099233536,0.8437914833636112,0.6807936725909111,0.22886620988716888,0.8052958484837317,0.052407508889194765,0.24335401904017395,0.34671830272361914,0.6397763371752205,10
0.9894506720908891,0.82401148359992,0.1803084161238152,0.6972333124054986,0.8927050937797006,0.866064643030111,0.24386561611632873,0.9147381242549584,0.08830041290633062,0.262838192724278,10
0.9961998894838313,0.0866083909057086,0.04315962567535736,0.1028638486358533,0.3427060604066259,0.31141444000816365,0.05379681758694277,0.8891210792665052,0.2000588355590761,0.09911710753479175,10
0.8500850540379634,0.015092364133769687,0.2867888662545153,0.5498096507095254,0.370760873942761,0.5318789353178314,0.38619756392954807,0.18472541682636834,0.043869686358789184,0.9223546043542828,10
0.5822712537261117,0.4588887967275471,0.8655129626930724,0.9299069991687082,0.51051348474483,0.14637581576437952,0.6898024529633449,0.5474654402216391,0.09048341115370917,0.844351639805865,10
